ID,Estilo,Acabamento,PosDir,Instrumentos,Interior,Malas,Desempenho,Motor,Cambio,Freios,Suspensao,Consumo,Estabilidade,CustoBeneficio,Recomendacao,AvGeral
5834f3c7,7,6,8,8,7,6,9,10,9,9,9,7,7,6,7,7.666666666666667
c2a4f718,1,1,1,1,1,1,2,1,3,3,2,1,5,3,1,1.8
8957e11c,7,7,8,7,7,8,9,7,7,8,8,10,8,8,8,7.8
dfcf9be5,7,1,6,3,5,7,9,7,8,8,2,4,7,7,1,5.466666666666667
551b8bc5,7,2,3,5,2,5,5,6,9,7,9,3,9,7,8,5.8
5116bc99,10,4,4,6,9,9,2,7,8,9,6,2,8,7,5,6.4
f4027468,9,9,8,10,9,9,10,9,8,9,9,10,9,9,9,9.066666666666666
8cc6ddcd,6,6,8,8,5,5,7,7,7,7,8,9,9,9,8,7.266666666666667
f86308ad,7,1,6,7,6,3,8,8,8,6,4,8,7,4,3,5.733333333333333
f2001841,10,9,7,8,9,5,8,8,10,10,10,8,10,8,10,8.666666666666666
f30f6666,10,8,10,9,10,6,10,9,10,9,9,9,8,9,10,9.066666666666666
4cd34fd5,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9.933333333333334
1f3e1b8b,7,6,6,7,6,3,9,9,8,9,6,5,8,6,8,6.866666666666666
d2465a2b,9,8,8,8,7,10,10,6,8,10,9,10,10,9,10,8.8
cefeafd1,10,8,9,10,9,9,10,10,10,10,10,9,10,8,10,9.466666666666667
5c69f9a9,10,8,9,5,6,5,5,5,10,10,8,8,7,8,8,7.466666666666667
d03b0c00,9,2,9,6,5,5,8,9,9,9,7,10,8,10,8,7.6
049e9d51,9,9,9,9,8,8,10,9,8,9,9,8,9,9,9,8.8
6bc9621e,10,9,8,8,8,10,10,10,6,10,9,10,8,10,10,9.066666666666666
81898ade,7,1,8,6,0,8,7,3,3,7,7,3,7,0,2,4.6
acd07afd,8,8,7,10,8,8,9,7,10,8,9,10,9,8,8,8.466666666666667
009d1244,4,1,0,4,1,6,6,7,7,7,7,8,9,4,3,4.933333333333334
36ea52fa,7,2,3,5,5,5,8,7,5,7,4,8,7,7,5,5.666666666666667
6eba9b20,8,8,7,8,7,8,10,7,8,8,7,10,10,9,10,8.333333333333334
8c3572b2,4,1,3,3,2,4,7,1,3,6,5,3,5,4,4,3.6666666666666665
475f997c,9,7,8,6,8,9,10,10,8,10,8,8,10,9,10,8.666666666666666
49dd82fe,5,0,3,2,0,5,5,2,2,2,2,1,1,6,5,2.7333333333333334
058b62fa,9,8,10,9,9,5,10,10,10,10,10,5,10,10,10,9.0
faa0932c,9,7,7,7,8,8,8,9,9,8,9,9,9,9,9,8.333333333333334
8bf4ed35,9,8,7,8,8,8,9,9,9,7,8,9,8,8,9,8.266666666666667
7a1ff3a2,9,2,8,7,9,10,7,7,6,9,6,9,8,8,3,7.2
b25814c1,9,8,8,7,8,8,7,7,9,9,9,9,9,8,8,8.2
078d6930,7,5,5,5,3,4,8,8,8,8,8,8,8,8,8,6.733333333333333
d697cd42,8,0,2,3,5,1,6,6,9,9,7,0,8,2,1,4.466666666666667
5e23deba,7,3,3,4,4,6,7,6,8,8,7,9,4,6,7,5.933333333333334
c41a066b,7,4,4,0,1,7,4,5,7,7,7,0,6,7,8,4.933333333333334
937ac67b,4,0,1,8,0,6,8,7,0,9,0,4,10,5,0,4.133333333333334
c4a28692,9,6,7,7,5,5,6,8,6,9,8,10,9,8,9,7.466666666666667
a33366f3,7,6,5,9,7,5,7,10,10,10,7,10,6,10,10,7.933333333333334
d5a30de2,8,7,6,6,5,5,9,9,5,10,10,9,9,10,10,7.866666666666666
9919e384,7,3,3,6,5,4,3,0,6,6,6,6,7,3,1,4.4
d0827503,9,7,8,10,8,3,6,8,10,10,9,9,10,10,10,8.466666666666667
6f223927,10,10,4,10,10,10,9,10,7,9,10,10,10,10,10,9.266666666666667
25cc7bcc,7,7,3,7,7,4,9,10,10,10,9,10,8,8,8,7.8
2587c615,8,6,6,6,6,7,7,8,8,8,7,8,8,8,8,7.266666666666667
4a50bf26,8,8,9,8,7,7,8,8,8,7,7,7,7,7,7,7.533333333333333
408142ac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13ead722,10,7,9,9,9,8,9,9,7,9,9,9,10,7,8,8.6
285dde22,8,7,8,8,7,9,7,6,8,9,7,10,9,9,9,8.066666666666666
4098a91b,8,5,5,5,5,5,7,8,6,6,9,6,6,10,9,6.666666666666667
295541d8,8,3,6,7,5,6,7,7,7,8,5,8,8,9,8,6.8
43a86345,3,1,0,3,3,2,6,3,1,7,6,5,5,7,5,3.8
15769e68,9,7,10,8,9,10,10,10,9,8,9,8,9,10,10,9.066666666666666
7cb60f21,10,8,8,9,8,8,8,10,10,10,10,9,10,10,10,9.2
024425d0,7,5,6,7,6,9,9,7,7,8,10,7,4,8,9,7.266666666666667
9a077e19,9,8,9,9,9,7,10,0,3,9,9,10,10,9,0,7.4
41694116,10,1,5,3,3,6,8,10,10,10,10,8,9,9,3,7.0
0beaa2aa,8,6,6,3,7,6,8,8,10,8,8,7,7,8,6,7.066666666666666
5c3a0306,9,5,10,10,9,8,8,10,10,10,9,10,8,8,10,8.933333333333334
221460c9,9,6,8,8,9,6,8,6,7,7,3,4,8,7,2,6.533333333333333
a507cd58,8,7,7,10,9,10,10,10,7,10,9,10,10,10,10,9.133333333333333
4e956199,8,7,7,6,6,7,8,7,4,7,7,7,8,9,8,7.066666666666666
fbd0ec31,0,0,8,9,3,5,10,8,4,8,7,8,5,7,0,5.466666666666667
e4832934,7,6,7,7,5,5,8,8,8,6,7,7,7,8,9,7.0
cd68d1fa,9,9,9,10,10,10,10,7,9,8,9,9,9,8,10,9.066666666666666
6933289a,10,9,10,8,7,8,9,8,7,10,10,10,9,10,9,8.933333333333334
52672f90,8,8,9,10,9,8,10,10,10,10,9,10,10,10,10,9.4
2158a3bc,8,5,6,6,6,6,7,10,10,10,8,8,8,9,8,7.666666666666667
b9dba949,8,5,4,7,6,6,7,9,8,9,6,7,6,3,6,6.466666666666667
0712be1c,5,0,4,5,5,5,6,5,4,5,5,8,6,6,0,4.6
000a582d,9,9,9,8,4,7,8,9,7,10,8,5,8,8,7,7.733333333333333
4636caed,6,0,8,7,7,7,9,10,10,9,10,6,7,8,8,7.466666666666667
b5b69e61,7,3,5,2,7,6,7,2,4,6,3,6,6,9,6,5.266666666666667
8ed1c88b,10,9,8,10,9,6,10,10,10,10,10,10,10,10,10,9.466666666666667
2d48a345,6,5,5,6,6,8,8,10,10,8,8,9,9,9,10,7.8
cfe88498,9,9,10,9,9,10,10,10,9,10,10,10,10,9,10,9.6
19c6c9d8,1,1,1,3,3,7,9,10,9,9,1,8,9,10,8,5.933333333333334
924e1928,6,3,6,5,5,5,7,8,6,7,5,7,6,6,6,5.866666666666666
eff8f996,10,8,8,8,8,10,8,7,9,9,10,9,9,10,10,8.866666666666667
da1b6c70,8,3,8,10,8,6,7,10,8,9,7,8,10,10,8,8.0
c9f5fa73,6,0,3,1,1,1,1,1,1,6,5,9,5,7,1,3.2
25d909a1,10,1,8,8,8,3,1,7,0,8,5,8,8,5,0,5.333333333333333
ad3046e3,6,5,6,3,5,5,7,3,7,8,5,5,5,4,3,5.133333333333334
9bbe8f03,7,3,5,2,3,6,5,3,10,8,7,8,10,5,7,5.933333333333334
ffb51c84,8,9,8,9,7,6,8,10,10,10,9,8,9,9,10,8.666666666666666
c2b3e3e2,7,4,6,7,5,7,9,5,9,8,7,9,6,10,10,7.266666666666667
4b18c616,8,5,10,9,9,10,6,9,2,9,2,0,10,10,9,7.2
d8f1dc5d,9,7,8,8,7,7,7,9,9,9,7,10,9,6,9,8.066666666666666
be30ff20,9,5,5,8,6,6,5,6,9,7,7,5,8,8,6,6.666666666666667
19b67104,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,9.866666666666667
0f9aa564,7,5,7,2,8,8,7,6,6,7,7,7,6,8,7,6.533333333333333
0b08dc0b,7,6,6,8,6,6,8,7,6,6,7,7,7,6,7,6.666666666666667
d44782cf,7,1,2,2,4,4,5,2,6,1,7,7,9,7,5,4.6
38650161,7,5,7,5,5,7,8,7,7,8,8,9,7,8,8,7.066666666666666
2552b726,5,1,9,4,3,9,8,6,4,8,3,2,9,9,1,5.4
67212df5,6,3,0,7,2,7,7,2,3,7,6,2,7,6,1,4.4
4bc8442f,8,6,7,8,8,8,8,9,9,9,9,9,9,8,9,8.266666666666667
71305ec5,7,5,6,4,5,5,7,8,6,8,8,10,6,7,8,6.666666666666667
480ad14d,3,0,1,3,0,3,0,9,9,8,0,10,7,9,2,4.266666666666667
e3b656e7,9,4,7,7,6,5,8,7,9,6,7,6,9,9,8,7.133333333333334
c566e024,7,3,8,6,7,10,7,10,6,10,9,7,9,8,8,7.666666666666667
53546c3e,5,3,3,10,4,7,5,7,9,8,8,8,7,7,5,6.4
025a3c6d,8,7,7,6,7,8,8,9,8,9,9,8,9,8,9,8.0
3b524f15,5,3,5,8,7,10,10,2,7,10,5,10,10,6,7,7.0
408abe09,8,6,8,7,7,7,9,9,9,8,8,8,7,9,9,7.933333333333334
356b615f,8,8,7,3,8,8,9,10,9,8,8,10,7,10,0,7.533333333333333
21161b54,9,8,10,9,10,9,10,10,10,10,10,10,10,10,10,9.666666666666666
fadc250d,10,10,8,10,8,5,3,0,1,3,9,10,2,3,0,5.466666666666667
69b89ecb,8,3,2,2,5,7,8,3,3,6,6,6,8,6,5,5.2
4c3c8848,8,5,4,0,0,0,0,0,2,8,5,5,0,2,0,2.6
fdad48f1,10,10,10,10,10,6,10,10,10,10,10,9,10,10,10,9.666666666666666
bcf1fa09,8,2,8,7,6,6,10,7,1,10,8,8,8,6,4,6.6
df93d803,7,2,4,6,5,5,7,5,1,7,2,8,8,4,1,4.8
55ab3ab4,10,5,9,2,2,4,1,1,5,0,0,0,4,4,1,3.2
ef0dd95b,10,8,10,10,10,10,9,8,10,10,10,9,10,8,10,9.466666666666667
db8033e5,8,2,2,2,3,6,6,4,8,4,3,8,7,7,2,4.8
110d4f3c,8,7,9,8,8,8,8,8,9,9,7,10,9,10,9,8.466666666666667
ebb8a7be,4,3,3,3,3,3,7,7,7,7,5,7,7,7,7,5.333333333333333
03a5bad9,7,5,3,6,6,4,3,6,6,6,3,4,8,7,2,5.066666666666666
4c678bd8,7,4,7,7,6,8,6,4,7,9,8,10,9,10,9,7.4
18edd2fd,7,3,7,6,6,4,7,7,7,8,7,8,8,5,4,6.266666666666667
b5f6db4c,9,9,9,9,9,9,10,10,10,9,10,9,9,10,10,9.4
c5b70abd,9,8,7,10,9,10,10,10,10,9,10,10,10,10,10,9.466666666666667
0bc38bf1,9,6,6,5,6,6,8,7,7,7,9,10,9,9,9,7.533333333333333
1088350d,5,3,3,0,0,3,5,7,3,7,0,8,6,5,3,3.8666666666666667
0e4c85fd,7,5,7,5,7,7,6,6,6,8,8,6,6,6,4,6.266666666666667
0dcab734,8,6,9,7,5,5,7,1,7,10,4,9,9,5,5,6.466666666666667
6d9c45ee,8,7,7,7,6,6,2,7,8,7,6,3,7,6,7,6.266666666666667
c69f56ab,8,4,8,7,7,10,8,8,6,8,7,6,7,10,8,7.466666666666667
9645cce6,9,6,7,6,6,7,9,8,5,10,7,8,9,8,8,7.533333333333333
15659d77,6,6,10,5,7,0,4,10,0,9,0,10,10,8,8,6.2
20bc4fcf,9,7,8,7,0,7,8,8,9,9,9,9,7,10,9,7.733333333333333
c7085567,8,1,1,5,5,5,9,5,9,10,9,9,9,9,1,6.333333333333333
695b8697,7,1,4,9,8,5,0,8,6,8,5,8,9,8,7,6.2
3cb4930f,8,7,6,6,7,7,8,8,8,9,9,5,7,7,7,7.266666666666667
672ccd68,10,5,8,8,7,7,7,9,9,8,9,7,10,9,8,8.066666666666666
77cb5ca3,7,6,6,7,6,9,8,9,8,8,8,5,10,6,8,7.4
f9acac05,8,3,3,2,3,5,8,9,3,6,6,7,7,8,6,5.6
93e3a43c,7,2,3,4,3,4,9,9,3,7,6,6,7,7,6,5.533333333333333
3cbfef2f,8,5,6,6,6,7,9,10,0,0,6,8,10,9,8,6.533333333333333
2409d165,7,4,4,6,5,9,8,6,5,9,7,5,8,6,5,6.266666666666667
4221950c,5,2,2,3,1,1,5,8,5,0,1,8,9,10,2,4.133333333333334
84a3c628,6,4,5,5,0,6,6,9,7,9,6,8,8,9,9,6.466666666666667
bbbceafa,10,6,7,9,10,8,9,8,8,7,9,6,9,9,9,8.266666666666667
07cc1224,10,9,5,7,7,10,10,10,8,10,7,9,10,8,8,8.533333333333333
124aee8f,10,10,10,10,10,8,9,10,10,0,10,10,0,10,10,8.466666666666667
46f4db98,10,6,5,8,6,7,8,6,7,10,10,8,10,10,10,8.066666666666666
5f52a86a,8,6,7,7,7,7,8,8,7,9,8,9,9,9,8,7.8
3258550c,9,10,8,9,9,10,10,10,10,9,9,10,9,10,10,9.466666666666667
d44a4801,4,0,2,2,1,8,8,2,4,6,3,2,4,7,1,3.6
df952d63,7,3,7,6,6,2,2,7,4,6,2,4,4,10,7,5.133333333333334
eba1fd54,10,3,5,5,5,3,6,5,2,2,3,4,7,6,4,4.666666666666667
dcab2d4a,1,0,9,3,1,0,9,1,8,7,6,5,8,0,2,4.0
0602e707,7,7,6,6,8,8,7,7,5,7,6,6,7,6,7,6.666666666666667
3c02481a,9,9,9,0,9,9,9,5,9,9,9,9,9,0,9,7.533333333333333
15ee4388,10,8,9,8,9,5,10,10,8,10,10,8,7,10,10,8.8
7de6aaa6,7,5,5,4,5,5,8,7,8,9,7,7,8,5,5,6.333333333333333
ae064186,9,7,8,8,6,8,9,9,8,10,9,10,10,8,8,8.466666666666667
706d5335,9,8,8,8,8,8,9,9,7,10,10,10,10,8,9,8.733333333333333
f3579e5d,7,5,5,7,7,7,8,10,7,10,8,8,8,9,8,7.6
17f887cb,6,4,5,6,8,7,8,5,5,9,8,6,7,8,5,6.466666666666667
f6beaa3b,9,4,8,5,6,8,7,6,6,8,5,5,5,6,3,6.066666666666666
e17535fd,7,7,7,7,7,8,8,8,8,8,7,7,8,4,8,7.266666666666667
14dcec8c,8,5,6,8,9,8,7,7,9,9,9,5,10,8,7,7.666666666666667
3d01a47f,5,1,2,0,2,4,4,4,0,8,5,2,4,2,0,2.8666666666666667
1bc09677,7,6,9,9,2,2,7,6,8,9,9,5,5,10,8,6.8
10b3ae9f,10,9,9,10,9,10,10,9,8,10,9,10,10,10,10,9.533333333333333
7c0348ce,9,5,7,7,8,5,6,7,7,9,8,5,7,8,8,7.066666666666666
982dbd2a,10,8,8,8,7,8,8,8,6,8,7,7,8,8,9,7.866666666666666
8f1fc5dd,10,1,10,5,7,10,8,1,3,9,5,7,8,6,0,6.0
ca01868f,6,4,7,7,8,8,9,7,10,9,9,5,8,6,7,7.333333333333333
36429793,6,2,6,4,4,6,2,0,6,10,9,6,4,6,1,4.8
e905b6cf,9,9,10,7,10,10,8,10,9,10,10,5,8,8,8,8.733333333333333
71878ab9,7,6,7,3,6,7,4,5,5,8,8,5,7,7,4,5.933333333333334
70904a32,8,3,5,1,2,2,2,0,5,4,8,0,2,5,3,3.3333333333333335
5a4b8ed2,9,5,10,3,4,7,8,7,7,10,9,8,7,10,10,7.6
f537b06b,7,3,6,6,6,7,8,5,6,7,7,9,8,7,8,6.666666666666667
62443ee7,7,0,7,0,0,0,5,0,0,10,5,10,5,5,0,3.6
8da74fc5,8,6,6,4,5,4,5,0,3,3,3,5,8,5,0,4.333333333333333
e7dd996a,7,7,8,8,8,8,7,8,7,10,7,6,8,8,8,7.666666666666667
0efa7fc3,7,6,7,6,6,10,8,9,9,9,8,8,8,10,10,8.066666666666666
88604eb1,8,6,7,8,6,6,10,10,10,7,10,10,10,10,10,8.533333333333333
480f0c7f,10,8,8,8,8,8,8,8,8,8,8,8,9,9,9,8.333333333333334
17c554d5,8,7,6,4,8,10,10,10,7,7,9,7,8,8,8,7.8
d9635a40,10,8,10,10,10,10,10,10,9,10,10,7,8,8,10,9.333333333333334
713d12f3,9,5,5,7,5,6,7,0,5,7,5,4,8,5,4,5.466666666666667
f539c461,10,7,7,7,7,7,9,9,5,6,7,7,10,7,8,7.533333333333333
acbb7fef,7,0,2,5,0,9,3,0,7,0,1,5,2,4,0,3.0
686ee919,10,10,9,9,10,10,10,9,9,10,9,10,9,9,10,9.533333333333333
3bd0a6ce,10,9,10,8,9,5,10,10,10,10,10,7,10,9,10,9.133333333333333
f5256ef6,9,7,5,4,6,5,4,0,3,8,7,2,6,7,5,5.2
258ef6aa,9,4,6,5,7,8,8,8,7,8,8,8,8,0,0,6.266666666666667
de71e155,6,4,5,6,4,5,5,4,7,5,3,3,4,4,3,4.533333333333333
cb3b93e3,8,6,10,8,8,6,6,10,10,8,8,6,9,4,10,7.8
b2ab5168,8,8,4,9,7,7,10,10,10,8,8,3,10,10,8,8.0
f3571f48,1,3,5,3,5,4,4,1,1,5,5,8,7,5,3,4.0
560a9199,9,9,10,9,9,10,10,10,7,9,10,10,8,10,9,9.266666666666667
b362dae3,10,8,8,9,8,10,10,7,8,10,10,8,8,8,10,8.8
19f13ff8,10,0,0,5,5,5,8,9,5,10,2,5,5,8,5,5.466666666666667
d482c05b,8,4,6,5,4,5,5,4,4,6,6,8,8,8,6,5.8
977064d3,7,5,6,6,7,8,5,4,6,7,7,6,7,8,7,6.4
6c09e40b,8,5,8,9,8,8,10,9,7,8,9,8,9,9,8,8.2
a2a7b874,8,7,6,6,4,1,2,3,1,1,4,4,5,7,0,3.933333333333333
f58ad96d,8,5,5,8,7,5,10,6,8,8,8,9,10,8,9,7.6
4ee6c9ba,8,0,7,8,7,8,10,10,5,10,10,8,10,8,8,7.8
5a412e0b,8,7,8,7,5,7,5,8,1,8,3,6,7,6,3,5.933333333333334
02125466,5,5,4,3,2,5,4,5,4,5,5,2,5,4,1,3.933333333333333
bf5f117b,3,0,0,1,1,1,7,7,7,5,4,3,3,5,7,3.6
4c6294b1,8,6,6,6,6,7,9,10,10,9,9,7,9,9,8,7.933333333333334
904cc474,8,7,6,5,6,7,7,5,5,6,6,6,8,8,8,6.533333333333333
111e6ff2,10,4,7,8,9,10,10,9,10,8,5,6,7,6,9,7.866666666666666
fcb363b5,9,6,5,6,6,6,6,8,7,9,8,7,7,10,8,7.2
59838798,9,7,7,6,6,7,8,5,3,8,8,6,10,7,8,7.0
42ffc5b4,7,5,6,5,4,5,6,6,7,7,6,5,5,6,5,5.666666666666667
6a403c8f,7,4,8,6,4,3,7,9,8,7,8,7,10,8,9,7.0
8011c535,8,3,6,8,7,8,8,9,8,9,8,9,9,8,8,7.733333333333333
7d34a2cc,9,0,5,5,6,8,8,6,5,8,3,3,4,3,3,5.066666666666666
f768f519,9,2,5,6,3,4,5,5,5,7,6,6,6,5,2,5.066666666666666
3b074faf,8,4,7,7,3,8,9,8,7,7,4,8,7,9,8,6.933333333333334
53980b5a,9,8,9,9,6,8,10,10,6,9,6,9,9,7,10,8.333333333333334
3418d5e2,7,2,4,2,2,6,8,8,8,6,7,3,6,4,5,5.2
2557336d,8,7,8,6,7,8,9,9,6,7,7,4,5,8,7,7.066666666666666
121b39e2,9,5,9,8,4,7,2,5,6,8,7,3,9,6,5,6.2
4a1e5cee,9,8,8,8,8,9,8,8,9,9,9,8,9,9,9,8.533333333333333
806cf902,8,6,8,7,7,6,6,6,4,8,7,3,5,5,3,5.933333333333334
2be55fd2,6,4,6,4,4,4,4,4,6,6,6,6,5,4,3,4.8
c0aa5930,9,7,7,7,6,7,9,9,9,10,8,9,9,6,5,7.8
02270923,7,0,5,0,3,5,3,0,0,5,4,0,5,2,0,2.6
561d164d,9,8,9,8,8,8,9,9,8,9,8,9,9,9,9,8.6
e053ec64,8,0,5,7,6,4,10,10,10,9,10,0,10,5,5,6.6
1ce06c23,8,5,4,5,4,6,5,5,5,8,8,6,8,7,5,5.933333333333334
dd30a074,5,7,8,7,7,9,5,6,0,3,8,3,8,0,0,5.066666666666666
094fa2f1,7,2,3,4,2,4,7,2,8,8,7,5,7,5,0,4.733333333333333
43512bd6,9,7,10,7,8,7,8,9,8,9,8,9,8,9,10,8.4
4b47a9a2,8,3,5,5,6,7,7,2,5,4,5,4,7,7,0,5.0
9575fee2,9,0,9,6,8,8,7,8,5,8,8,1,10,10,5,6.8
9cd834ce,3,0,0,2,0,0,0,0,0,4,3,0,0,0,0,0.8
64e44260,5,5,3,3,5,3,3,3,3,5,5,8,8,4,4,4.466666666666667
0da149d4,9,6,7,7,5,8,7,10,5,10,8,8,10,10,10,8.0
3448d331,9,2,7,8,8,8,2,8,8,2,8,0,8,8,6,6.133333333333334
760716c6,10,4,9,9,4,9,9,9,8,8,10,6,10,7,10,8.133333333333333
0e507fe4,7,6,4,3,3,8,9,5,9,8,8,4,7,8,8,6.466666666666667
e878629a,7,3,2,3,3,5,7,5,5,3,7,4,5,5,5,4.6
8307b0c6,9,0,4,8,0,10,8,8,8,6,8,6,8,6,0,5.933333333333334
abafd58f,10,8,8,8,9,9,10,9,10,10,10,7,10,9,9,9.066666666666666
b0a0c497,5,5,8,6,7,6,8,9,9,7,7,8,8,7,7,7.133333333333334
6d091644,9,5,8,8,5,6,8,0,7,5,9,5,7,5,0,5.8
2e1cd789,7,1,4,4,6,7,5,8,2,5,5,5,5,5,0,4.6
bebcf28e,9,6,8,8,7,8,8,8,9,9,9,8,9,9,8,8.2
0deb12d5,10,8,8,8,8,10,10,10,10,8,8,8,10,10,10,9.066666666666666
f0179491,10,7,10,8,7,8,9,10,9,10,10,9,10,10,10,9.133333333333333
f5caeacf,10,6,6,6,8,10,10,10,10,8,10,7,10,10,10,8.733333333333333
bdc6a5e1,8,5,3,5,7,6,8,8,7,7,9,5,6,1,1,5.733333333333333
b613f67b,8,7,7,8,8,10,10,9,8,9,9,8,10,9,9,8.6
72a91450,7,3,5,8,8,7,9,9,10,8,7,7,0,7,5,6.666666666666667
2a89b324,9,7,8,8,8,8,10,10,10,10,8,9,10,9,9,8.866666666666667
29feb672,9,1,2,1,2,7,1,2,4,3,2,1,3,2,5,3.0
59e916df,6,0,2,0,4,6,4,2,0,0,6,8,4,3,3,3.2
a3194336,8,6,8,6,7,7,8,9,7,8,8,8,7,8,8,7.533333333333333
52c14694,8,6,7,7,7,8,8,8,7,9,8,7,9,6,8,7.533333333333333
b1cd954b,5,1,2,0,1,2,7,4,7,7,1,8,8,7,0,4.0
08cc021d,9,7,6,5,5,3,6,7,8,5,6,8,7,9,9,6.666666666666667
315e6282,8,6,7,9,7,8,8,7,7,6,8,6,8,10,9,7.6
6cec1d6c,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,9.933333333333334
35f209bb,9,9,10,10,8,7,9,10,10,9,10,10,10,10,9,9.333333333333334
082479e2,8,6,7,8,6,8,6,7,10,7,8,7,8,6,7,7.266666666666667
3a39165a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
167476c1,8,3,6,9,7,7,9,9,10,10,7,10,10,9,8,8.133333333333333
3c0dd7f0,9,6,8,8,6,6,7,9,8,9,9,9,9,7,8,7.866666666666666
8e26eb25,10,5,6,10,6,4,0,0,7,7,6,3,6,6,5,5.4
31ab38f7,7,4,6,8,6,5,6,4,9,8,8,5,9,6,7,6.533333333333333
9b9bab68,10,3,7,6,10,7,8,0,0,5,4,6,6,3,0,5.0
14a009eb,10,4,8,7,6,4,9,3,7,6,2,7,9,4,1,5.8
2e881403,8,9,10,10,8,9,8,10,10,10,10,9,10,10,10,9.4
d8e50b65,8,7,8,9,8,8,6,7,8,9,7,7,8,8,8,7.733333333333333
64cdc32c,10,9,9,10,8,8,10,10,10,8,9,8,10,10,10,9.266666666666667
b8be4e43,9,6,7,6,7,6,9,10,9,9,8,4,8,7,8,7.533333333333333
3904b875,9,7,4,6,6,6,10,10,8,8,6,7,9,6,10,7.466666666666667
db0c1a66,8,7,8,8,7,7,9,9,9,7,7,7,10,8,8,7.933333333333334
dd6e93b5,10,8,7,9,7,5,10,7,9,10,10,8,10,7,10,8.466666666666667
be2a0040,8,5,8,5,5,4,8,8,8,6,8,6,9,9,7,6.933333333333334
bff4026c,5,5,6,5,5,5,10,10,6,6,6,10,6,6,10,6.733333333333333
ca0d9010,8,8,7,5,6,6,5,8,10,8,9,9,7,7,8,7.4
0a6e5fe3,7,5,6,5,7,6,7,8,9,7,7,8,7,8,8,7.0
1fe726d1,9,4,5,6,6,8,8,8,8,6,7,8,6,8,7,6.933333333333334
76ecaea4,10,3,8,8,7,8,7,7,7,8,7,8,8,8,8,7.466666666666667
9dd442e9,5,0,0,2,2,1,2,6,6,4,2,2,6,0,0,2.533333333333333
72487c30,9,7,10,9,8,7,9,10,10,9,10,10,9,10,10,9.133333333333333
ca49c324,10,8,10,10,10,8,10,6,10,10,10,10,10,10,10,9.466666666666667
cc2590fb,7,6,8,7,6,5,6,8,8,7,7,7,8,7,7,6.933333333333334
d8e069c8,10,5,9,10,7,6,6,6,10,10,9,2,10,6,8,7.6
4cadd4f0,10,7,9,9,9,5,5,7,10,8,10,7,8,9,8,8.066666666666666
1dc7de45,10,8,10,10,10,7,8,9,10,9,9,4,8,7,9,8.533333333333333
f783110a,6,0,3,7,7,3,2,2,9,9,8,0,6,4,0,4.4
8f83108e,8,7,6,5,6,6,3,0,3,6,3,4,4,6,3,4.666666666666667
7a01a4dd,10,8,9,8,8,6,8,7,10,7,7,8,8,9,9,8.133333333333333
9d658069,8,3,0,8,5,5,6,4,7,7,1,10,3,5,5,5.133333333333334
5eeecf46,7,5,8,9,8,6,6,4,7,7,3,4,5,4,4,5.8
3c830ed6,7,5,4,3,5,3,5,1,4,7,5,5,3,3,1,4.066666666666666
0d40a374,9,2,5,9,9,8,3,8,10,2,4,2,10,3,2,5.733333333333333
23cdf2a7,2,2,2,2,2,9,0,0,9,0,0,0,0,0,0,1.8666666666666667
6407e9df,9,5,6,10,5,8,5,3,3,5,3,5,6,4,3,5.333333333333333
5d7673a0,9,7,6,8,7,7,5,5,9,4,8,6,8,8,3,6.666666666666667
19779e9e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3da54a21,9,4,6,8,5,7,9,9,10,8,7,8,10,8,8,7.733333333333333
d9a0c112,6,4,7,7,4,4,4,0,1,1,2,5,5,1,1,3.466666666666667
efa2f8cc,10,8,10,9,9,10,10,10,10,10,10,9,10,10,10,9.666666666666666
9391a445,7,5,8,7,6,6,8,8,9,7,4,6,4,7,7,6.6
bbd16bfe,7,7,7,6,6,6,8,9,9,8,7,8,9,10,10,7.8
af230d3a,8,3,8,7,2,5,0,1,8,8,8,0,8,0,0,4.4
9063f7c1,9,6,10,9,9,8,9,10,10,10,9,9,9,7,9,8.866666666666667
18b40a53,9,4,3,8,3,6,7,9,10,9,4,8,6,6,7,6.6
1d0ef085,8,1,6,10,8,4,2,2,9,7,1,5,5,0,2,4.666666666666667
f1bed689,10,10,10,10,10,9,10,10,10,10,8,10,10,10,10,9.8
e84f103a,8,8,7,8,7,5,7,10,10,10,10,10,10,10,10,8.666666666666666
280fb8c8,8,7,8,8,7,6,5,9,9,6,8,8,5,9,9,7.466666666666667
c3e5a379,8,7,7,6,7,7,7,7,9,8,8,7,8,8,8,7.466666666666667
464ea9c8,7,3,4,8,7,5,7,5,8,8,7,7,7,5,3,6.066666666666666
78573d92,8,2,8,8,9,9,6,8,9,8,8,6,9,7,7,7.466666666666667
cf17bded,9,5,5,7,6,6,8,2,9,6,8,6,6,6,4,6.2
c8989ba4,9,7,9,10,8,5,7,7,10,9,7,6,8,8,10,8.0
5325d004,10,9,9,9,10,8,9,9,10,10,9,9,9,8,9,9.133333333333333
aa282436,8,6,6,9,9,9,6,6,6,7,7,7,7,8,5,7.066666666666666
